COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO010059;"Estorno do crédito aproveitado em perc. superior a 9%, em oper. interna, em função da red. da b. de cálculo ou do crédito outorgado previstos, respectivamente, nos arts. 8º, VIII, e 11, III, do Anexo IX do RCTE. IN 1.237/15-GSF - Arts. 1º, II, “c” e 2º.";2015-11-01;2020-08-31
GO010059;"Estorno do crédito aproveitado em perc. superior ao estabelecido para oper. interna, em função da red. da b. de cálculo ou do crédito outorgado previstos, respectivamente, nos arts. 8º, VIII, e 11, III, do Anexo IX do RCTE. IN 1.237/15-GSF - Arts. 1º, II, “c” e 2º, I, “c”.";2020-09-01;
GO010060;"Estorno de crédito correspondente à aquisição de arroz ou feijão produzidos no Estado de Goiás e não industrializados pelo beneficiário do crédito outorgado. RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;
GO010061;"Estorno de crédito correspondente à aquisição dos demais produtos agrícolas produzidos no Estado de Goiás e não industrializados pelo beneficiário do crédito outorgado. RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;
GO010062;"Estorno de crédito para complementação do valor da meta prevista para o período - PROGOIÁS – Art. 10, IN 1.478/20.";2020-10-01;
GO010063;"Estorno de crédito ref. à prest de sv de transp. corresp. a  ENTRADA de mercadoria que seja integrada ou consumida em processo de produção, indust. e cuja saída da mercadoria resultante seja contemplada com Redução de Base de Cálc - Art. 58, I, “c”, 3.";2020-10-01;
GO010064;"Estorno de crédito referente à entrada de energia elétrica que seja integrada ou consumida em processo de produção, industrialização e cuja saída da mercadoria resultante seja contemplada com Redução de Base de Cálculo - Art. 58, I, “c”, 3.";2020-10-01;
GO010065;"Ref. Entr. de merc. dest. à integração ou consumo em processo de prod., industrial., em que inex. por qualquer motivo, op ou prest post., em razão de sinistro, furto, roubo, perecimento ou de qualq. outro motivo, desde de que devid. comprov.–Art. 58, III";2020-10-01;
GO010066;"Ref. Entrada de energia elétrica integrada ou utilizada em processo de produção, indust, em que inexistir, por qualquer motivo, op. ou prest. posterior, em razão de sinistro, furto, roubo, perecimento ou de qq outro motivo. – Art. 58, III e Art. 61.";2020-10-01;
GO010067;"Ref. Serviço transporte relacionado ao processo de produção, industrialização, em que inexistir, por qualquer motivo, op ou prest posterior, em razão de sinistro, furto, roubo, perecimento, ou de qualquer outro motivo.Art. 58, III e Art. 61.";2020-10-01;
GO010068;"Estorno de crédito correspondente à entrada de mercadoria que seja integrada ou consumida em processo de produção, industrialização e cuja saída da mercadoria resultante seja contemplada com Redução de Base de Cálculo – Art. 58, I, “c”, 3.";2020-10-01;
GO010069;"Estorno de crédito indevido ou a maior na aquisição de optante do simples nacional Oper. Não Incentivadas PROGOIÁS/ FOMENTAR/ PRODUZIR. Res. CGSN 140/18 art. 62, § único.";2017-01-01;
GO010070;"Estorno de crédito indevido ou a maior na aquisição de optante do simples nacional Oper. Incentivadas PROGOIÁS/ FOMENTAR/ PRODUZIR. Res. CGSN 140/18 art. 62, § único.";2017-01-01;
GO010071;"Estorno de crédito outorgado correspondente a 2/7 do crédito apropriado no semestre –Indústria de soja – art. 11, XXXI-A, ‘g’, ‘2.1.1’ do Anexo IX do RCTE.";2023-02-01;
GO010072;"Estorno de crédito outorgado – E-commerce – art. 11, LXXVI, ‘a’ e ‘h’, ‘2.1.1’ do Anexo IX do RCTE.";2023-02-01;
GO010073;"Estorno de crédito outorgado – E-commerce – art. 11, LXXVI, ‘b’ e ‘h’, ‘2.1.1’ do Anexo IX do RCTE.";2023-02-01;
GO010074;"Estorno de crédito das operações antecedentes às saídas de combustíveis sujeitos a tributação monofásica – Cláusula 17ª do Conv. ICMS 199/2022.";2023-05-01;
GO010075;"Estorno de crédito da aquisição de soja produzida no Estado de Goiás e não industrializada pelo beneficiário do crédito outorgado - art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;
GO010076;"Estorno de crédito de entrada de mercadoria recebida em devolução de Operações Incentivadas PROGOIÁS/FOMENTAR/PRODUZIR em função de benefício relacionado à operação de saída – Parecer 600/05 GOT.";2023-09-01;
GO010077;"Estorno de crédito de entrada de mercadoria recebida em devolução de Operações Não Incentivadas PROGOIÁS/FOMENTAR/PRODUZIR em função de benefício relacionado à operação de saída – Parecer 600/05 GOT.";2023-09-01;
GO010078;"Estorno de crédito nas operações com álcool anidro para empresas do FOMENTAR/PRODUZIR ou PROGOIÁS, quando saldo do registro 1200 for insuficiente para suportar o estorno – art. 4º, § 1º, Decreto 10.339/23.";2023-04-01;
GO019999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS Próprio.";2009-01-01;2010-07-31
GO020001;"Cr. relativo ao adicional de 2% na alíquota do ICMS, na operação ou a prestação sujeitas ao regime normal de tributação. PROTEGE. - CTE - Art. 27, § 5º e Art. 6 - IN 784/06";2009-01-01;
GO020002;"Cr. out. (COMEXPRODUZIR) para a empresa comercial imp. e exp., inclusive por ""trading company"", que opere, exclusiva ou prepond. com op. de com. ext. realiz. por intermédio de estrut. portuária de zona sec. localiz. Em Goiás - Dec. 5.686/02 - Art. 3, III";2009-01-01;
GO020003;"Cr. Out. (LOGPRODUZIR) à operadora de logística, nos percentuais do Art. 4º do Dec. 5.835/03 no saldo devedor do ICMS pelas prestações interestaduais de serviço de transporte da beneficiária no período. - Dec. 5.835/03 - Art. 3 e 4";2009-01-01;
GO020004;"Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. - Dec. 6.716/08 - Art. 8, § único e IN. 893/08";2009-01-01;2020-09-30
GO020004;"Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. -Dec. 6.716/08 e  Art. 7, § único da IN. 1.406/18.";2020-10-01;2021-03-31
GO020004;"Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. -Dec. 6.716/08 e  Art. 7, § único da IN. 1.406/18 e § único do Art. 59-F do Anexo VIII do RCTE.";2021-04-01;2022-01-31
GO020004;"Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. § único do Art. 59-F do Anexo VIII do RCTE.";2022-02-01;2022-09-30
GO020005;"Cr. do ICMS ao optante do Simples Nacional que deixar de ser optante do referido regime, correspondente à aquisição da mercadoria existente em seu estoque na mudança do regime, observadas as regras da legislação tributária. - IN 894/08-GSF";2009-01-01;2020-08-31
GO020005;"Cr. do ICMS ao opt do S Nac que deixar de ser opt do ref regime, corresp à aquis de merc existente em seu estoque na mud do regime, obs as regras da leg tributária - Oper não incent pelo PROGOIÁS/FOMENTAR/ PRODUZIR Art. 46, IV e § 1º, IV do RCTE.";2020-10-02;
GO020005;"Cr. do ICMS ao opt do S Nac que deixar de ser opt do ref regime, corresp à aquis de merc existente em seu estoque na mud do regime, obs as regras da leg tributária - Operações incentivadas pelo PROGOIÁS/FOMENTAR/ PRODUZIR Art. 46, IV e § 1º, IV do RCTE.";2020-10-01;2020-10-01
GO020005;"Cr. do ICMS ao optante do Simples Nacional que deixar de ser optante do referido regime, correspondente à aquisição da mercadoria existente em seu estoque na mudança do regime, observadas as regras da legislação tributária. -Art. 46, IV e § 1º, IV do RCTE.";2020-09-01;2020-09-30
GO020006;"Presumido ao produtor ou extrator ou ST, exceto o credenciado, nos percentuais de crédito presumido, aplicados no imposto devido, na operação sujeita às alíquotas indicadas em lei. - IN 673/04-GSF - Art. 14";2009-01-01;2013-04-30
GO020006;"Presumido ao produtor, extrator ou ao subst. tributário, exceto o credenciado nos termos do art. 2º, nos percentuais de crédito presumido, aplicados no imposto devido, na operação sujeita às alíquotas indicadas em lei. -IN 673/04-GSF - Art. 14";2013-05-01;
GO020007;"Cr. do imposto relativo á aquisição do óleo diesel pelo contribuinte, consumido em máquina agrícola. - IN 673/04-GSF - Art. 17 e § Único";2009-01-01;
GO020008;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200 - IN 709/05; 754/05; 768/06 e demais similares";2009-01-01;2017-03-31
GO020008;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. IN 155/94, 928/08 (GSF) e posteriores";2017-04-01;
GO020009;"Outorgado ao produtor rural (repasse), apropriado pelo ST, em 75% do ICMS, no algodão em pluma. - Lei nº 13.506/99, Art. 2º";2009-01-01;
GO020010;"Cr. out. mediante TARE, relativo ao incentivo do TECNOPRODUZIR, a ser compensado com o imposto devido pela empresa investidora, por operação própria ou de sua responsabilidade devido por ST. - Lei nº 15.619/06";2009-01-01;
GO020011;"Cr. out. qdo não apropriado no período em que ocorrer a op. ou prest., cujo aproveitamento foi autorizado pelo Sup. da Receita Estadual, em caso de recurso após decisão denegatória do aproveitamento do crédito. - RCTE - Art. 10, § 2º - Anexo IX";2009-01-01;2020-09-30
GO020011;"Cr. out. qdo não aprop no período em que ocorrer a op. ou prest., cujo aproveit foi aut pelo Sup. da Rec Estadual, em caso de recurso após decisão deneg do aprov do créd, op não incent pelo PROGOIÁS/FOMENTAR/ PRODUZIR- RCTE - Art. 10, § 2º - Anexo IX.";2020-10-01;
GO020012;"Cr. out. qdo não apropriado no período em que ocorrer a operação ou prestação, cujo aproveitamento foi autorizado pelo titular da Delegacia Regional de Fiscalização - RCTE - Art. 10, § 1º - Anexo IX";2009-01-01;2020-09-30
GO020012;"Cr. out. qdo não aprop. no período em que ocorrer a operação ou prestação, cujo aproveitamento foi autorizado pelo titular da Delegacia Regional de Fiscalização – op não incentivadas pelo PROGOIÁS/FOMENTAR/ PRODUZIR - RCTE - Art. 10, § 1º - Anexo IX";2020-10-01;2020-12-31
GO020012;"Cr. out. qdo não aprop. no período em que ocor a op. ou prest, desde que a escrit seja feita até fevereiro do ano seg. Não se aplica aos benef fiscais sujeitos ao PROTEGE – op não incentivadas pelo PROGOIÁS/FOMENTAR/ PRODUZIR-Art.10, §1º, Anexo IX, RCTE";2021-01-01;
GO020013;"Cr. Out. ao industrial alcooleiro do FOMENTAR ou PRODUZIR, na operação com álcool etílico anidro combustível. Reg. 1200 - RCTE - Art. 11, XXVI, anexo IX";2009-01-01;2012-12-31
GO020014;"Cr. ao estabelecimento substituto na operação interna de aquisição de cana-de-açúcar, para industrialização.(Cr. ST anterior). - RCTE - Art. 11, § 3º, I do Anexo VIII";2009-01-01;
GO020015;"Cr. out. ao que receber de outra UF, com isenção do ICMS as mercadorias Hortifrutícolas - RCTE - Art. 11, I, ""a"" - Anexo IX";2009-01-01;
GO020016;"Cr. out. ao que receber de outra UF, com isenção do ICMS as mercadorias Ave e produtos comestíveis resultante de sua matança. - RCTE - Art. 11, I, ""b"" - Anexo IX";2009-01-01;
GO020017;"Cr. out. ao que receber de outra UF, com isenção do ICMS as mercadorias Caprino e produtos comestíveis resultante de sua matança. - RCTE - Art. 11, I, ""c"" - Anexo IX";2009-01-01;
GO020018;"Cr. out. ao remetente pela diferença apurada a menor entre o crédito e o débito do ICMS, qdo da transferência interestadual de bem integrado ao ativo imobilizado. - RCTE - Art. 11, II - Anexo IX";2009-01-01;
GO020019;"Cr. out. ao remetente pela diferença apurada a menor entre o crédito e o débito do ICMS, qdo da transferência interestadual de material de uso ou consumo. - RCTE - Art. 11, II - Anexo IX";2009-01-01;
GO020020;"Cr. out. ao comerciante atacadista equivalente a 3% na saída interestadual de mercadoria para comercialização, produção ou industrialização. - RCTE - Art. 11, III - Anexo IX";2009-01-01;2015-12-31
GO020021;"Cr. out. ao industrial, equivalente a 2%, na saída interestadual de mercadoria para comercio, produção ou industrialização. - RCTE - Art. 11, III - Anexo IX";2009-01-01;2019-11-30
GO020021;"Cr. out. ao industrial, equivalente a 3%, na saída interestadual de mercadoria para comercio, produção ou industrialização. -RCTE - Art. 11, III - Anexo IX";2019-12-01;2019-12-31
GO020021;"Cr. out. ao industrial, equivalente ao perc. estab. na legislação na saída interestadual de mercadoria para comercialização, produção ou industrialização. -RCTE - Art. 11, III - Anexo IX";2021-04-01;
GO020022;"Cr. out. ao contrib.e comerciante equiparado a atacadista (varejista), em 3%, na saída interest. que destine merc. para comercialização, produção ou industrialização, aplicado sobre o valor da correspondente operação. - RCTE - Art. 11, III, ""a"" - Anexo IX";2009-01-01;2015-12-31
GO020023;"Cr. out. ao fabricante de fertilizante, em 5%, na operação interestadual com esse insumo. - RCTE - Art. 11, IX - Anexo IX";2009-01-01;
GO020024;"Cr. out. ao remetente em 5% da base de cálculo, na saída interestadual com pedra-de-Pirenópolis, vedado o aproveitamento de quaisquer créditos do ICMS relativos à entrada e ao serviço utilizado. - RCTE - Art. 11, LI - Anexo IX";2009-01-01;
GO020025;"Cr. out. ao frigorífico ou abatedor, equivalente a 9%, na saída de carne de asinino, bovino, bufalino, eqüino, muar, ovino, caprino, leporídeo e ranídeo para comercialização, produção ou industrialização. - RCTE - Art. 11, V - Anexo IX";2009-01-01;2017-11-30
GO020025;"Cr. out. ao frigorífico ou abatedor na saída para comercialização ou industrialização, equivalente aos percentuais estabelecidos na legislação tributária. - RCTE - Art. 11, V - Anexo IX";2017-12-01;
GO020026;"Cr. out. ao frigorífico ou abatedor, equivalente a 9%, na saída de carnes de ave para comercialização, produção ou industrialização. Inclusive em transferência interestadual mediante TARE. - RCTE - Art. 11, VI - Anexo IX";2009-01-01;
